id,Probability of Default
321,0.02974573905752606
322,0.027858950332494626
323,0.0
324,0.033916342971942126
325,0.09923006721435099
326,0.017762644686264085
327,0.050576397790554
328,0.07610284576583054
329,0.05035066445690551
330,0.021387913629737524
331,0.86
332,0.21521428571428572
333,0.04105864342472918
334,0.01558181414735986
335,0.0
336,0.017179119972799042
337,0.0016666666666666666
338,0.024009088742381973
339,0.03636554355182485
340,0.02736830634503281
341,0.0666430932835316
342,0.021073395203807577
343,0.039479741877066134
344,0.02000449132907973
345,0.02732269978279143
346,0.22
347,0.36362454212454215
348,0.011661165356159938
349,0.03266567836575366
350,0.06037620750439712
351,0.47235714285714286
352,0.0428999574595518
353,0.010268660395775963
354,0.0
355,0.135
356,0.04105864342472918
357,0.0805535566070455
358,0.6910476190476191
359,0.03933771946678919
360,0.14896212121212124
361,0.01
362,0.0
363,0.012793804423368851
364,0.03636554355182485
365,0.01093786920624566
366,0.0175
367,0.010268660395775963
368,0.03744877817591249
369,0.028257409770440663
370,0.0
371,0.0
372,0.011727457848052746
373,0.03276381656907838
374,0.0558742945244615
375,0.024097091078001242
376,0.04695336214756382
377,0.0
378,0.02520946696498549
379,0.031051438511285244
380,0.075
381,0.0
382,0.054254855104905596
383,0.0
384,0.022037161131278224
385,0.04975764154007756
386,0.05281513826045729
387,0.031982818351108326
388,0.044904761904761906
389,0.014582349129725128
390,0.03876862178134736
391,0.16624275539561914
392,0.03188929573048365
393,0.021366554989896272
394,0.05083333333333333
395,0.025888613485777395
396,0.03375105165783813
397,0.0
398,0.03266484797259665
399,0.029559708898230674
400,0.018699048576066166
401,0.0
402,0.014348763422252407
403,0.05063074962680579
404,0.5864890664890666
405,0.0
406,0.013286201490869787
407,0.1485
408,0.029888694756394454
409,0.04348808520770525
410,0.029184202929415974
411,0.034578262405780914
412,0.02520946696498549
413,0.13455326663647094
414,0.021853059210143147
415,0.06333695570148262
416,0.033916342971942126
417,0.010602234451600927
418,0.011190895379075881
419,0.0
420,0.014414010270315256
421,0.03266567836575366
422,0.05999591168247199
423,0.16
424,0.027858950332494626
425,0.027237445701328307
426,0.01754443204387006
427,0.03058384702435117
428,0.051974968641983026
429,0.02337883985271071
430,0.03125094035650835
431,0.13970172227702052
432,0.013558731236928346
433,0.4803349114904338
434,0.05281433761535417
435,0.039101149822215124
436,0.0
437,0.052006320971471016
438,0.02927148937085389
439,0.03865287866191101
440,0.05442220487931752
441,0.025409622360228378
442,0.014812401654881619
443,0.038964614328906175
444,0.0
445,0.95
446,0.028549515728802186
447,0.013260547249017493
448,0.0
449,0.027215996684318778
450,0.03256338096259552
451,0.17272222222222222
452,0.031051438511285244
453,0.09660111202416352
454,0.02634936641204685
455,0.2500978465978465
456,0.0
457,0.06446107180067916
458,0.0
459,0.023782268395722162
460,0.07555555656821213
461,0.0372539389362232
462,0.017377206872304915
463,0.0
464,0.05312697207823383
465,0.07648199163758373
466,0.0
467,0.0
468,0.021073395203807577
469,0.027237445701328307
470,0.025057049032614045
471,0.03351122986868403
472,0.024009088742381973
473,0.018151823066627555
474,0.010602234451600927
475,0.02732269978279143
476,0.0
477,0.04105864342472918
478,0.029156757542009634
479,0.29896428571428557
480,0.06037620750439712
481,0.6098452380952379
482,0.03849909093874958
483,0.021853059210143147
484,0.04030557993345819
485,0.025780827317813216
486,0.01093786920624566
487,0.05333058134360206
488,0.0408001707242837
489,0.017269865188104767
490,0.02421350473276735
491,0.013604217455418986
492,0.31
493,0.02930566266421967
494,0.11
495,0.2
496,0.68
497,0.024270539309423796
498,0.03907134337263351
499,0.4272380952380952
500,0.0
501,0.006529635499287143
502,0.29644047619047614
503,0.10963282847647089
504,0.04712055315268743
505,0.0317565283743204
506,0.03575553360129768
507,0.06379561795412315
508,0.029184202929415974
509,0.053886007657735456
510,0.011784316908804805
511,0.0
512,0.028257409770440663
513,0.10769859541566694
514,0.34811635586635575
515,0.04069047619047619
516,0.2857025262319379
517,0.014058435276020355
518,0.020095012815515675
519,0.05057321696806191
520,0.0
521,0.9325
522,0.014414010270315256
523,0.029410996026376854
524,0.03244563019320821
525,0.01
526,0.89
527,0.030533763922208464
528,0.10166777666777667
529,0.3671071428571429
530,0.006530786593443483
531,0.049759814630417336
532,0.017458069328952143
533,0.1981403144499119
534,0.017238643985426735
535,0.0
536,0.04653824394766347
537,0.16001360490004532
538,0.07130031921818572
539,0.02736830634503281
540,0.04557498531699654
541,0.02884717199816317
542,0.03260021496860947
543,0.022037161131278224
544,0.005330011607074774
545,0.005783397261299851
546,0.050080949602601725
547,0.018699048576066166
548,0.03372481277429957
549,0.04274788723132156
550,0.03
551,0.0317565283743204
552,0.10407793797190079
553,0.026999069597801247
554,0.025057049032614045
555,0.03
556,0.008044119691128218
557,0.027237445701328307
558,0.02041674067362615
559,0.029410996026376854
560,0.024422190360327445
561,0.025780827317813216
562,0.018651710863717773
563,0.016901637436966568
564,0.005
565,0.032545631901132153
566,0.0
567,0.02911656751833414
568,0.19763516455040547
569,0.022806489007878707
570,0.01
571,0.025563919797693044
572,0.01289116043193971
573,0.39474603174603173
574,0.07610284576583054
575,0.021387913629737524
576,0.039256115023276375
577,0.968
578,0.81
579,0.04653824394766347
580,0.03266484797259665
581,0.27
582,0.04527073871305182
583,0.77
584,0.02927148937085389
585,0.0
586,0.008537519795106726
587,0.0291345540020873
588,0.014160916446164485
589,0.03256338096259552
590,0.06694605040959023
591,0.0667138169530305
592,0.031230228218698825
593,0.07648199163758373
594,0.38
595,0.23562864504776268
596,0.017179119972799042
597,0.017377206872304915
598,0.039101149822215124
599,0.05405883659069269
600,0.03741250065549604
601,0.07212263167649517
602,0.0
603,0.032545631901132153
604,0.008333333333333333
605,0.04550020109766366
606,0.029410996026376854
607,0.011727457848052746
608,0.0
609,0.03588110670611231
610,0.01754443204387006
611,0.5193333333333332
612,0.05807883408916705
613,0.04695336214756382
614,0.011394978886252167
615,0.0667138169530305
616,0.0668853346886836
617,0.012937583913655801
618,0.033916342971942126
619,0.032789567842237265
620,0.03636554355182485
621,0.01337026411594655
622,0.026999069597801247
623,0.024952304958272786
624,0.015708373742341467
625,0.0372539389362232
626,0.8833333333333334
627,0.0408001707242837
628,0.07130031921818572
629,0.17617929292929285
630,0.1553208595789426
631,0.006125079358787816
632,0.03186042236624971
633,0.03244563019320821
634,0.026999069597801247
635,0.01289116043193971
636,0.022405682148877757
637,0.0
638,0.01103239507219442
639,0.11249848990682876
640,0.055703704229542676
641,0.11249848990682876
642,0.0
643,0.023782268395722162
644,0.03080710813350676
645,0.023892240567065924
646,0.04105864342472918
647,0.02242490578443102
648,0.03260021496860947
649,0.012937583913655801
650,0.08154152465181877
651,0.04858185690879267
652,0.1481687334933918
653,0.0
654,0.0
655,0.0
656,0.05755576899257742
657,0.0852896368509371
658,0.83
659,0.02911656751833414
660,0.015708373742341467
661,0.016370590014480334
662,0.035256901529664715
663,0.03419734770154231
664,0.03871291543300173
665,0.014058435276020355
666,0.0
667,0.0
668,0.03266567836575366
669,0.005330011607074774
670,0.3161428571428571
671,0.0
672,0.05335899903936098
673,0.06654743888564428
674,0.33536904761904757
675,0.029184202929415974
676,0.06446107180067916
677,0.022037161131278224
678,0.025511122152848703
679,0.005276260201643113
680,0.04484537908466715
681,0.0025
682,0.02372787086843066
683,0.03876862178134736
684,0.03575553360129768
685,0.03260021496860947
686,0.5709558774558773
687,0.0
688,0.042814875171434084
689,0.050576397790554
690,0.006765637069585795
691,0.27568059718059706
692,0.049611717662389525
693,0.13748457098457093
694,0.017762644686264085
695,0.818253857253857
696,0.1789490384486513
697,0.0448813413813997
698,0.19983333333333334
699,0.039101149822215124
700,0.029259091618219064
701,0.1998928571428571
702,0.011190895379075881
703,0.06446107180067916
704,0.017377206872304915
705,0.005424663218868809
706,0.025044482362999557
707,0.01692918609540768
708,0.3869007936507936
709,0.022806489007878707
710,0.03158009834027796
711,0.017377206872304915
712,0.06039255606529117
713,0.007132474167124727
714,0.029102094570390685
715,0.9056666666666666
716,0.02431449989543276
717,0.8640879398379397
718,0.012793804423368851
719,0.04449475328832091
720,0.02927148937085389
721,0.0
722,0.0291345540020873
723,0.03
724,0.0
725,0.03341935098007342
726,0.036333333333333336
727,0.0
728,0.0441460612799459
729,0.012436908312992854
730,0.021387913629737524
731,0.8616666666666666
732,0.1306214341214341
733,0.03876862178134736
734,0.006529635499287143
735,0.013999999999999999
736,0.89
737,0.1731084216351243
738,0.0
739,0.05586335765729245
740,0.01754443204387006
741,0.2005
742,0.16566666666666666
743,0.04550020109766366
744,0.06
745,0.0
746,0.02913051688658981
747,0.22229761904761905
748,0.014582349129725128
749,0.02732269978279143
750,0.21288529824198815
751,0.069
752,0.3108711843711841
753,0.025888613485777395
754,0.3354874292374292
755,0.17411287323787317
756,0.05186568080991958
757,0.018388014554831755
758,0.03636554355182485
759,0.0
760,0.05849035133587978
761,0.19
762,0.1251096958596958
763,0.10975894367070838
764,0.03125094035650835
765,0.014348763422252407
766,0.6417698412698414
767,0.01
768,0.07548899658998552
769,0.26
770,0.040285714285714286
771,0.0
772,0.013560657222442091
773,0.039244998460469555
774,0.10949999999999999
775,0.06979122911812423
776,0.013547619047619046
777,0.7288095238095238
778,0.01124920103833172
779,0.039813343812440644
780,0.01810663586276351
781,0.0427438150043194
782,0.018103023185664712
783,0.02242490578443102
784,0.01093786920624566
785,0.05999591168247199
786,0.07130031921818572
787,0.0666430932835316
788,0.0294671031664402
789,0.0
790,0.05417368773061157
791,0.38295825497894415
792,0.02974573905752606
793,0.017762644686264085
794,0.025780827317813216
795,0.008829807697122013
796,0.014967836435121576
797,0.03427538883698061
798,0.0064742681802853475
799,0.0
800,0.030548113145265562
801,0.015637276916377257
802,0.038964614328906175
803,0.05681922409891578
804,0.4945670995670995
805,0.07377484717489385
806,0.1673638583638583
807,0.04858185690879267
808,0.05417368773061157
809,0.024491243551798738
810,0.012685480080275938
811,0.03742892192664946
812,0.0427438150043194
813,0.12133617461680114
814,0.04566699961339717
815,0.011661165356159938
816,0.018651710863717773
817,0.02426277927992091
818,0.03871291543300173
819,0.0335282854972623
820,0.085
821,0.02343162063774503
822,0.024491243551798738
823,0.72
824,0.07610284576583054
825,0.032034371220655423
826,0.03125094035650835
827,0.02634936641204685
828,0.04274788723132156
829,0.023892240567065924
830,0.01
831,0.014348763422252407
832,0.016833333333333332
833,0.015063786662690561
834,0.02070987834205558
835,0.03741250065549604
836,0.04484537908466715
837,0.17640744314015946
838,0.0
839,0.03609397662185458
840,0.027237445701328307
841,0.0428575196695793
842,0.025563919797693044
843,0.0
844,0.0
845,0.10783333333333331
846,0.11249848990682876
847,0.0
848,0.221283189033189
849,0.029888694756394454
850,0.015249429749569644
851,0.8733333333333334
852,0.0
853,0.02041674067362615
854,0.014414010270315256
855,0.02626730580553284
856,0.005330011607074774
857,0.012582470415688472
858,0.04217213730233905
859,0.0
860,0.020562710807827223
861,0.0
862,0.022248418612089597
863,0.020095012815515675
864,0.08756698196374954
865,0.028194597065003393
866,0.31620923520923516
867,0.04569840256873725
868,0.03742892192664946
869,0.0667138169530305
870,0.01838624678485461
871,0.21
872,0.014103405762204814
873,0.2519810924369747
874,0.81
875,0.044000000000000004
876,0.03849909093874958
877,0.008714690044106823
878,0.017535316993892654
879,0.016666666666666666
880,0.009523809523809523
881,0.5233333333333333
882,0.02070987834205558
883,0.0
884,0.005277717042850005
885,0.021698799972573797
886,0.021529101315068466
887,0.030548113145265562
888,0.017535316993892654
889,0.06527020442204179
890,0.10855608692183262
891,0.017458069328952143
892,0.0444753920605756
893,0.07130031921818572
894,0.012685480080275938
895,0.0
896,0.028257409770440663
897,0.017238643985426735
898,0.19763516455040547
899,0.03876862178134736
900,0.08095479439188148
901,0.011661165356159938
902,0.0
903,0.014058435276020355
904,0.12023210123210121
905,0.0
906,0.05335899903936098
907,0.05849035133587978
908,0.0
909,0.11737248666079926
910,0.021698799972573797
911,0.029642301339417126
912,0.18115909090909088
913,0.059126567883130594
914,0.027316921662700146
915,0.03125094035650835
916,0.0
917,0.0
918,0.038964614328906175
919,0.027858950332494626
920,0.006530786593443483
921,0.021431965590471457
922,0.06825829285343643
923,0.13500929859850402
924,0.024228012264139433
925,0.885
926,0.04217213730233905
927,0.046136005981017185
928,0.023660686106472227
929,0.04786933003630727
930,0.010602234451600927
931,0.07
932,0.08833333333333332
933,0.01810663586276351
934,0.03333333333333333
935,0.0025
936,0.0
937,0.01659277795240746
938,0.15
939,0.2679177489177489
940,0.20461580086580078
941,0.03422697745326279
942,0.013333333333333332
943,0.4008333333333334
944,0.03260021496860947
945,0.034065185604492905
946,0.011771921880898609
947,0.024948921969969517
948,0.005276260201643113
949,0.03741250065549604
950,0.014967836435121576
951,0.012793804423368851
952,0.3428412698412696
953,0.014924433671387112
954,0.20411979867803193
955,0.1559226329226329
956,0.01093786920624566
957,0.011727457848052746
958,0.04694869847698998
959,0.32
960,0.486237012987013
961,0.02421350473276735
962,0.021366554989896272
963,0.04004775242651622
964,0.03854036632829117
965,0.03837519328984519
966,0.007132474167124727
967,0.0
968,0.029333333333333333
969,0.03058384702435117
970,0.006765637069585795
971,0.018739599735026105
972,0.04557498531699654
973,0.0
974,0.059821941302591455
975,0.011727457848052746
976,0.059325783718556444
977,0.16460797371622435
978,0.034578262405780914
979,0.0
980,0.09769342163658504
981,0.017135434404763002
982,0.1756020923520924
983,0.03080710813350676
984,0.03871291543300173
985,0.013558731236928346
986,0.07069826411118978
987,0.029487162449499768
988,0.024097091078001242
989,0.03427538883698061
990,0.11737248666079926
991,0.011394978886252167
992,0.0
993,0.0
994,0.0495634128960071
995,0.03204847426125524
996,0.019617523104254568
997,0.05063074962680579
998,0.26176659451659445
999,0.048646548709133305
1000,0.05898571144382243
1001,0.0294671031664402
1002,0.17333333333333337
1003,0.0
1004,0.025
1005,0.030548113145265562
1006,0.5161666666666667
1007,0.0
1008,0.02358009192943024
1009,0.06226159275245621
1010,0.128751443001443
1011,0.013260547249017493
1012,0.01987779134774678
1013,0.0668853346886836
1014,0.04569840256873725
1015,0.09
1016,0.13726417410873912
1017,0.02626730580553284
1018,0.0
1019,0.04484537908466715
1020,0.020095012815515675
1021,0.06379561795412315
1022,0.029259091618219064
1023,0.041802084441646264
1024,0.008869636956333544
1025,0.0
1026,0.011727457848052746
1027,0.031230228218698825
1028,0.018883042703322868
1029,0.9175
1030,0.145
1031,0.032034371220655423
1032,0.05384179251622559
1033,0.017762644686264085
1034,0.028549515728802186
1035,0.005277717042850005
1036,0.018151823066627555
1037,0.04017924541217457
1038,0.38295825497894415
1039,0.07377484717489385
1040,0.12005815623597663
1041,0.016
1042,0.16949300699300696
1043,0.03094285504361611
1044,0.16246083751702942
1045,0.10195981367629002
1046,0.00795569191124955
1047,0.01124920103833172
1048,0.032844596912631786
1049,0.0
1050,0.01093786920624566
1051,0.04545038338925605
1052,0.07648199163758373
1053,0.0
1054,0.92
1055,0.0064742681802853475
1056,0.04786933003630727
1057,0.14896212121212124
1058,0.09902212450432259
1059,0.011661165356159938
1060,0.0
1061,0.0
1062,0.022046518442909238
1063,0.018651710863717773
1064,0.0
1065,0.07377484717489385
1066,0.95
1067,0.030580775674740268
1068,0.005276260201643113
1069,0.03266567836575366
1070,0.03741250065549604
1071,0.2358333333333333
1072,0.12280063207184616
1073,0.011661165356159938
1074,0.02041674067362615
1075,0.03229925404747151
1076,0.7298095238095237
1077,0.0
1078,0.24
1079,0.017238643985426735
1080,0.011727457848052746
1081,0.03422697745326279
1082,0.1251096958596958
1083,0.03575553360129768
1084,0.28
1085,0.0482339409319515
1086,0.031021527747210013
1087,0.0
1088,0.042297460236035554
1089,0.09861428025352778
1090,0.024009088742381973
1091,0.1290929777574672
1092,0.03837519328984519
1093,0.042297460236035554
1094,0.03260021496860947
1095,0.0
1096,0.022405682148877757
1097,0.024422190360327445
1098,0.039813343812440644
1099,0.0
1100,0.065
1101,0.07377484717489385
1102,0.03341935098007342
1103,0.0
1104,0.0294671031664402
1105,0.03080710813350676
1106,0.053531985297448334
1107,0.05035066445690551
1108,0.014597526990049984
1109,0.07548899658998552
1110,0.013558731236928346
1111,0.017535316993892654
1112,0.01781677939955239
1113,0.029184202929415974
1114,0.022037161131278224
1115,0.0
1116,0.23639705059638744
1117,0.04372548672543843
1118,0.04712055315268743
1119,0.05014660746640824
1120,0.07065406470072302
1121,0.03266567836575366
1122,0.012436908312992854
1123,0.015637276916377257
1124,0.033099611969315955
1125,0.024166314694629466
1126,0.11
1127,0.03328599556310079
1128,0.03260021496860947
1129,0.01
1130,0.35590270677035385
1131,0.07555555656821213
1132,0.019617523104254568
1133,0.07270418986132103
1134,0.0
1135,0.0
1136,0.0291345540020873
1137,0.02732269978279143
1138,0.006666666666666666
1139,0.6364722222222222
1140,0.11
1141,0.685
1142,0.02634936641204685
1143,0.1481687334933918
1144,0.09191687371565692
1145,0.022405682148877757
1146,0.08179068549886338
1147,0.02930566266421967
1148,0.0
1149,0.06180827681959926
1150,0.10699483034912767
1151,0.06621773976737018
1152,0.0
1153,0.03871291543300173
1154,0.06039255606529117
1155,0.0064742681802853475
1156,0.024228012264139433
1157,0.9
1158,0.011832549480358206
1159,0.03375105165783813
1160,0.026999069597801247
1161,0.01655844052386598
1162,0.07322118208934601
1163,0.0
1164,0.03575553360129768
1165,0.030645388574619327
1166,0.03575553360129768
1167,0.015708373742341467
1168,0.015562756968030937
1169,0.33579195804195794
1170,0.006765637069585795
1171,0.017879189690061022
1172,0.032844596912631786
1173,0.01337026411594655
1174,0.049889501234036605
1175,0.0448813413813997
1176,0.05335899903936098
1177,0.00598029284298805
1178,0.03422697745326279
1179,0.006125079358787816
1180,0.005277717042850005
1181,0.09083333333333332
1182,0.05063074962680579
1183,0.02771833561093723
1184,0.03876862178134736
1185,0.024270539309423796
1186,0.017179119972799042
1187,0.030645388574619327
1188,0.005
1189,0.0
1190,0.006530786593443483
1191,0.035801560550951635
1192,0.04550020109766366
1193,0.0
1194,0.030168547519570373
1195,0.025753155789475294
1196,0.03907134337263351
1197,0.21315934065934067
1198,0.04449475328832091
1199,0.0
1200,0.3141904761904762
1201,0.010712714153845402
1202,0.031894418932480906
1203,0.0291345540020873
1204,0.01093786920624566
1205,0.03015967749187087
1206,0.032844596912631786
1207,0.3233333333333333
1208,0.015708373742341467
1209,0.013260547249017493
1210,0.016901637436966568
1211,0.007132474167124727
1212,0.12133617461680114
1213,0.01928650078676773
1214,0.014924433671387112
1215,0.011784316908804805
1216,0.023782268395722162
1217,0.19
1218,0.014967836435121576
1219,0.0
1220,0.029559708898230674
1221,0.665
1222,0.19507052179846288
1223,0.0291345540020873
1224,0.12
1225,0.02626730580553284
1226,0.75
1227,0.85
1228,0.05681922409891578
1229,0.08754572470013645
1230,0.049889501234036605
1231,0.0
1232,0.026153778747122432
1233,0.03907737612362439
1234,0.0
1235,0.14043462051386243
1236,0.025044482362999557
1237,0.20611716791979948
1238,0.03636554355182485
1239,0.3035594019413678
1240,0.059461639445042944
1241,0.011784316908804805
1242,0.05807883408916705
1243,0.0441460612799459
1244,0.0294671031664402
1245,0.03933771946678919
1246,0.23562864504776268
1247,0.006125079358787816
1248,0.05417368773061157
1249,0.029559708898230674
1250,0.03125094035650835
1251,0.0
1252,0.0
1253,0.03341935098007342
1254,0.0667138169530305
1255,0.07555555656821213
1256,0.03266484797259665
1257,0.0
1258,0.325
1259,0.024097091078001242
1260,0.0
1261,0.02711270725154616
1262,0.0
1263,0.03837519328984519
1264,0.031894418932480906
1265,0.03188929573048365
1266,0.04576886024254765
1267,0.06288157694209988
1268,0.030580775674740268
1269,0.08756698196374954
1270,0.039479741877066134
1271,0.8183333333333335
1272,0.029410996026376854
1273,0.03854036632829117
1274,0.06722309222218088
1275,0.011423702350174383
1276,0.4039880952380951
1277,0.18560973234639916
1278,0.04653824394766347
1279,0.015249429749569644
1280,0.024006032603996173
1281,0.2226330695448342
1282,0.14690193022285206
1283,0.008507067029269016
1284,0.02732269978279143
1285,0.029156757542009634
1286,0.005783397261299851
1287,0.02041674067362615
1288,0.005863336302186459
1289,0.01987779134774678
1290,0.05538603014639711
1291,0.93
1292,0.03266567836575366
1293,0.012685480080275938
1294,0.05
1295,0.033916342971942126
1296,0.01289116043193971
1297,0.01337026411594655
1298,0.017377206872304915
1299,0.03876862178134736
1300,0.014583333333333332
1301,0.03125094035650835
1302,0.009025848043479341
1303,0.03643264666767563
1304,0.028257409770440663
1305,0.0025
1306,0.021387913629737524
1307,0.0667138169530305
1308,0.0
1309,0.04484537908466715
1310,0.04557498531699654
1311,0.16460797371622435
1312,0.0
1313,0.47700000000000004
1314,0.023892240567065924
1315,0.24663095238095234
1316,0.04348808520770525
1317,0.06913018920194836
1318,0.012436908312992854
1319,0.0064742681802853475
1320,0.0428999574595518
1321,0.05586335765729245
1322,0.0
1323,0.0
1324,0.02421350473276735
1325,0.05765325162031405
1326,0.0408001707242837
1327,0.07548899658998552
1328,0.012582470415688472
1329,0.014924433671387112
1330,0.21288529824198815
1331,0.059126567883130594
1332,0.030580775674740268
1333,0.00598029284298805
1334,0.03188929573048365
1335,0.0666430932835316
1336,0.054691226078897585
1337,0.005277717042850005
1338,0.012685480080275938
1339,0.025563919797693044
